cell_id	new_cluster_name
Cell_5094	MG3
Cell_5095	MG1
Cell_5096	MG4
Cell_5097	MG3
Cell_5098	MG1
Cell_5099	MG2
Cell_5101	MG3
Cell_5102	MG2
Cell_5103	MG4
Cell_5104	MG1
Cell_5105	MG1
Cell_5106	MG4
Cell_5107	MG2
Cell_5108	MG1
Cell_5109	MG1
Cell_5110	MG1
Cell_5111	MG1
Cell_5112	MG2
Cell_5113	MG1
Cell_5114	MG1
Cell_5115	MG1
Cell_5116	MG3
Cell_5117	MG4
Cell_5118	MG1
Cell_5119	MG3
Cell_5120	MG1
Cell_5121	MG2
Cell_5122	MG3
Cell_5123	MG2
Cell_5124	MG5
Cell_5125	MG2
Cell_5126	MG1
Cell_5127	MG2
Cell_5128	MG3
Cell_5129	MG1
Cell_5130	MG4
Cell_5131	MG2
Cell_5132	MG3
Cell_5133	MG2
Cell_5134	MG2
Cell_5135	MG6
Cell_5136	MG2
Cell_5137	MG1
Cell_5138	MG3
Cell_5139	MG3
Cell_5140	MG3
Cell_5141	MG2
Cell_5142	MG3
Cell_5143	MG3
Cell_5144	MG1
Cell_5145	MG3
Cell_5146	MG1
Cell_5147	MG2
Cell_5148	MG1
Cell_5149	MG3
Cell_5150	MG3
Cell_5151	MG2
Cell_5152	MG1
Cell_5153	MG1
Cell_5154	MG1
Cell_5155	MG3
Cell_5156	MG2
Cell_5157	MG1
Cell_5158	MG3
Cell_5159	MG1
Cell_5160	MG2
Cell_5161	MG1
Cell_5162	MG1
Cell_5163	MG2
Cell_5164	MG2
Cell_5165	MG1
Cell_5166	MG3
Cell_5167	MG2
Cell_5168	MG3
Cell_5169	MG6
Cell_5170	MG1
Cell_5171	MG2
Cell_5172	MG1
Cell_5173	MG4
Cell_5174	MG4
Cell_5175	MG1
Cell_5176	MG2
Cell_5177	MG1
Cell_5178	MG2
Cell_5179	MG1
Cell_5180	MG1
Cell_5181	MG3
Cell_5182	MG1
Cell_5183	MG1
Cell_5184	MG1
Cell_5185	MG5
Cell_5186	MG1
Cell_5187	MG1
Cell_5188	MG2
Cell_5189	MG1
Cell_5190	MG2
Cell_5191	MG5
Cell_5192	MG1
Cell_5193	MG1
Cell_5194	MG6
Cell_5195	MG1
Cell_5196	MG1
Cell_5197	MG2
Cell_5198	MG2
Cell_5199	MG2
Cell_5200	MG4
Cell_5201	MG1
Cell_5202	MG2
Cell_5203	MG3
Cell_5205	MG2
Cell_5206	MG3
Cell_5207	MG4
Cell_5208	MG4
Cell_5209	MG1
Cell_5210	MG1
Cell_5211	MG2
Cell_5212	MG6
Cell_5213	MG1
Cell_5214	MG4
Cell_5215	MG3
Cell_5216	MG3
Cell_5217	MG3
Cell_5218	MG6
Cell_5219	MG3
Cell_5220	MG1
Cell_5221	MG2
Cell_5222	MG4
Cell_5223	MG1
Cell_5224	MG2
Cell_5225	MG1
Cell_5226	MG5
Cell_5227	MG1
Cell_5228	MG3
Cell_5229	MG1
Cell_5230	MG1
Cell_5231	MG1
Cell_5232	MG1
Cell_5233	MG4
Cell_5235	MG4
Cell_5236	MG1
Cell_5237	MG2
Cell_5238	MG1
Cell_5239	MG3
Cell_5240	MG3
Cell_5241	MG3
Cell_5242	MG1
Cell_5243	MG3
Cell_5244	MG3
Cell_5245	MG5
Cell_5246	MG1
Cell_5247	MG1
Cell_5248	MG1
Cell_5249	MG3
Cell_5250	MG4
Cell_5251	MG1
Cell_5253	MG3
Cell_5254	MG1
Cell_5255	MG4
Cell_5256	MG2
Cell_5257	MG3
Cell_5258	MG9
Cell_5259	MG2
Cell_5260	MG2
Cell_5261	MG1
Cell_5262	MG2
Cell_5263	MG1
Cell_5264	MG4
Cell_5265	MG3
Cell_5267	MG1
Cell_5268	MG3
Cell_5269	MG1
Cell_5270	MG3
Cell_5271	MG9
Cell_5272	MG5
Cell_5273	MG1
Cell_5274	MG5
Cell_5275	MG3
Cell_5276	MG1
Cell_5277	MG1
Cell_5278	MG4
Cell_5279	MG1
Cell_5280	MG1
Cell_5281	MG1
Cell_5282	MG3
Cell_5283	MG5
Cell_5284	MG3
Cell_5285	MG1
Cell_5286	MG3
Cell_5287	MG1
Cell_5288	MG3
Cell_5289	MG1
Cell_5290	MG6
Cell_5291	MG2
Cell_5292	MG9
Cell_5293	MG1
Cell_5294	MG3
Cell_5295	MG6
Cell_5296	MG1
Cell_5297	MG3
Cell_5298	MG3
Cell_5299	MG6
Cell_5300	MG3
Cell_5301	MG6
Cell_5302	MG1
Cell_5303	MG4
Cell_5304	MG6
Cell_5305	MG2
Cell_5306	MG1
Cell_5307	MG1
Cell_5308	MG2
Cell_5309	MG1
Cell_5310	MG3
Cell_5311	MG2
Cell_5312	MG1
Cell_5313	MG5
Cell_5314	MG1
Cell_5315	MG3
Cell_5316	MG2
Cell_5317	MG3
Cell_5318	MG1
Cell_5319	MG1
Cell_5320	MG3
Cell_5321	MG3
Cell_5322	MG4
Cell_5323	MG2
Cell_5324	MG4
Cell_5325	MG3
Cell_5326	MG1
Cell_5327	MG2
Cell_5328	MG1
Cell_5329	MG3
Cell_5330	MG1
Cell_5331	MG1
Cell_5332	MG2
Cell_5333	MG1
Cell_5334	MG1
Cell_5335	MG3
Cell_5336	MG1
Cell_5337	MG2
Cell_5338	MG1
Cell_5339	MG6
Cell_5340	MG3
Cell_5341	MG1
Cell_5342	MG2
Cell_5343	MG3
Cell_5344	MG3
Cell_5345	MG1
Cell_5346	MG4
Cell_5347	MG3
Cell_5348	MG1
Cell_5349	MG1
Cell_5350	MG4
Cell_5351	MG1
Cell_5352	MG3
Cell_5353	MG1
Cell_5354	MG2
Cell_5355	MG2
Cell_5356	MG3
Cell_5357	MG5
Cell_5358	MG1
Cell_5359	MG1
Cell_5360	MG4
Cell_5361	MG1
Cell_5362	MG3
Cell_5363	MG2
Cell_5364	MG3
Cell_5365	MG3
Cell_5366	MG2
Cell_5367	MG1
Cell_5368	MG4
Cell_5369	MG1
Cell_5370	MG1
Cell_5371	MG1
Cell_5372	MG1
Cell_5373	MG2
Cell_5374	MG1
Cell_5375	MG2
Cell_5376	MG6
Cell_5377	MG2
Cell_5378	MG4
Cell_5379	MG3
Cell_5380	MG2
Cell_5381	MG1
Cell_5382	MG3
Cell_5383	MG3
Cell_5384	MG5
Cell_5385	MG1
Cell_5386	MG1
Cell_5387	MG2
Cell_5389	MG3
Cell_5390	MG1
Cell_5391	MG1
Cell_5392	MG3
Cell_5393	MG1
Cell_5394	MG3
Cell_5395	MG1
Cell_5396	MG1
Cell_5397	MG1
Cell_5398	MG5
Cell_5399	MG1
Cell_5400	MG4
Cell_5401	MG4
Cell_5402	MG2
Cell_5403	MG1
Cell_5404	MG3
Cell_5405	MG2
Cell_5406	MG6
Cell_5407	MG2
Cell_5408	MG3
Cell_5409	MG1
Cell_5410	MG3
Cell_5411	MG1
Cell_5412	MG6
Cell_5413	MG1
Cell_5414	MG5
Cell_5415	MG2
Cell_5416	MG1
Cell_5417	MG5
Cell_5418	MG1
Cell_5419	MG5
Cell_5420	MG3
Cell_5421	MG2
Cell_5422	MG1
Cell_5423	MG3
Cell_5424	MG2
Cell_5425	MG5
Cell_5426	MG5
Cell_5427	MG1
Cell_5428	MG5
Cell_5429	MG1
Cell_5430	MG4
Cell_5431	MG3
Cell_5432	MG1
Cell_5433	MG1
Cell_5434	MG3
Cell_5435	MG3
Cell_5436	MG1
Cell_5437	MG1
Cell_5439	MG1
Cell_5440	MG2
Cell_5441	MG1
Cell_5442	MG3
Cell_5443	MG1
Cell_5444	MG1
Cell_5445	MG2
Cell_5446	MG3
Cell_5447	MG1
Cell_5448	MG6
Cell_5449	MG2
Cell_5450	MG1
Cell_5451	MG3
Cell_5452	MG1
Cell_5453	MG2
Cell_5454	MG3
Cell_5455	MG1
Cell_5456	MG2
Cell_5457	MG1
Cell_5458	MG1
Cell_5459	MG3
Cell_5460	MG1
Cell_5461	MG6
Cell_5462	MG1
Cell_5463	MG2
Cell_5464	MG2
Cell_5465	MG1
Cell_5466	MG4
Cell_5467	MG2
Cell_5468	MG1
Cell_5469	MG2
Cell_5470	MG2
Cell_5471	MG2
Cell_5472	MG1
Cell_5473	MG3
Cell_5474	MG1
Cell_5475	MG4
Cell_5476	MG1
Cell_5477	MG3
Cell_5478	MG4
Cell_5479	MG1
Cell_5480	MG1
Cell_5481	MG1
Cell_5482	MG1
Cell_5483	MG1
Cell_5484	MG3
Cell_5485	MG1
Cell_5486	MG1
Cell_5487	MG1
Cell_5488	MG5
Cell_5489	MG1
Cell_5490	MG3
Cell_5491	MG1
Cell_5492	MG1
Cell_5493	MG1
Cell_5494	MG5
Cell_5495	MG6
Cell_5496	MG2
Cell_5497	MG1
Cell_5498	MG3
Cell_5499	MG4
Cell_5500	MG2
Cell_5501	MG3
Cell_5502	MG1
Cell_5503	MG2
Cell_5504	MG1
Cell_5505	MG1
Cell_5506	MG3
Cell_5507	MG4
Cell_5508	MG1
Cell_5509	MG1
Cell_5510	MG1
Cell_5511	MG1
Cell_5512	MG1
Cell_5513	MG1
Cell_5514	MG2
Cell_5515	MG1
Cell_5516	MG1
Cell_5517	MG4
Cell_5518	MG1
Cell_5519	MG3
Cell_5520	MG1
Cell_5521	MG3
Cell_5522	MG1
Cell_5523	MG4
Cell_5524	MG1
Cell_5525	MG1
Cell_5526	MG1
Cell_5527	MG1
Cell_5528	MG1
Cell_5529	MG1
Cell_5530	MG1
Cell_5531	MG5
Cell_5532	MG3
Cell_5533	MG1
Cell_5534	MG6
Cell_5535	MG4
Cell_5536	MG2
Cell_5537	MG1
Cell_5538	MG3
Cell_5539	MG1
Cell_5540	MG1
Cell_5541	MG2
Cell_5542	MG2
Cell_5543	MG5
Cell_5544	MG1
Cell_5545	MG6
Cell_5546	MG3
Cell_5548	MG3
Cell_5550	MG1
Cell_5551	MG2
Cell_5552	MG2
Cell_5553	MG1
Cell_5554	MG4
Cell_5555	MG1
Cell_5556	MG1
Cell_5557	MG1
Cell_5558	MG1
Cell_5559	MG3
Cell_5560	MG1
Cell_5561	MG1
Cell_5562	MG1
Cell_5563	MG1
Cell_5564	MG2
Cell_5565	MG3
Cell_5566	MG3
Cell_5567	MG1
Cell_5568	MG1
Cell_5569	MG1
Cell_5570	MG4
Cell_5571	MG1
Cell_5573	MG3
Cell_5574	MG2
Cell_5575	MG5
Cell_5576	MG4
Cell_5577	MG6
Cell_5578	MG1
Cell_5579	MG1
Cell_5580	MG2
Cell_5581	MG3
Cell_5582	MG1
Cell_5583	MG1
Cell_5584	MG1
Cell_5585	MG1
Cell_5586	MG3
Cell_5587	MG5
Cell_5588	MG1
Cell_5589	MG1
Cell_5590	MG5
Cell_5591	MG1
Cell_5592	MG3
Cell_5593	MG1
Cell_5594	MG4
Cell_5595	MG3
Cell_5596	MG1
Cell_5597	MG4
Cell_5598	MG1
Cell_5599	MG2
Cell_5600	MG3
Cell_5601	MG4
Cell_5602	MG3
Cell_5603	MG1
Cell_5604	MG2
Cell_5605	MG2
Cell_5606	MG2
Cell_5607	MG4
Cell_5608	MG5
Cell_5609	MG2
Cell_5610	MG2
Cell_5611	MG1
Cell_5612	MG1
Cell_5613	MG2
Cell_5614	MG6
Cell_5615	MG1
Cell_5616	MG2
Cell_5617	MG1
Cell_5618	MG3
Cell_5619	MG1
Cell_5620	MG4
Cell_5621	MG4
Cell_5622	MG2
Cell_5623	MG5
Cell_5624	MG1
Cell_5625	MG5
Cell_5626	MG3
Cell_5627	MG1
Cell_5628	MG1
Cell_5630	MG3
Cell_5631	MG1
Cell_5632	MG1
Cell_5633	MG2
Cell_5634	MG5
Cell_5635	MG1
Cell_5636	MG3
Cell_5637	MG3
Cell_5638	MG1
Cell_5639	MG4
Cell_5640	MG9
Cell_5641	MG1
Cell_5642	MG6
Cell_5643	MG2
Cell_5644	MG2
Cell_5645	MG3
Cell_5646	MG1
Cell_5647	MG1
Cell_5648	MG1
Cell_5649	MG2
Cell_5650	MG3
Cell_5651	MG5
Cell_5652	MG1
Cell_5653	MG5
Cell_5654	MG4
Cell_5655	MG2
Cell_5656	MG3
Cell_5657	MG1
Cell_5659	MG3
Cell_5660	MG1
Cell_5661	MG1
Cell_5662	MG1
Cell_5663	MG1
Cell_5664	MG2
Cell_5665	MG1
Cell_5667	MG6
Cell_5668	MG5
Cell_5669	MG3
Cell_5670	MG4
Cell_5671	MG2
Cell_5672	MG1
Cell_5673	MG1
Cell_5674	MG4
Cell_5675	MG1
Cell_5677	MG3
Cell_5678	MG3
Cell_5679	MG1
Cell_5680	MG1
Cell_5681	MG2
Cell_5682	MG1
Cell_5683	MG4
Cell_5684	MG1
Cell_5685	MG3
Cell_5686	MG5
Cell_5687	MG4
Cell_5688	MG1
Cell_5689	MG1
Cell_5690	MG1
Cell_5691	MG3
Cell_5692	MG1
Cell_5693	MG3
Cell_5694	MG1
Cell_5695	MG4
Cell_5696	MG3
Cell_5697	MG4
Cell_5698	MG3
Cell_5699	MG1
Cell_5700	MG1
Cell_5701	MG1
Cell_5702	MG4
Cell_5703	MG4
Cell_5704	MG1
Cell_5705	MG1
Cell_5706	MG1
Cell_5707	MG3
Cell_5708	MG1
Cell_5709	MG1
Cell_5710	MG9
Cell_5711	MG1
Cell_5712	MG1
Cell_5713	MG2
Cell_5714	MG2
Cell_5715	MG1
Cell_5716	MG2
Cell_5717	MG3
Cell_5718	MG3
Cell_5719	MG1
Cell_5720	MG1
Cell_5721	MG5
Cell_5722	MG3
Cell_5723	MG3
Cell_5724	MG2
Cell_5725	MG3
Cell_5726	MG3
Cell_5727	MG3
Cell_5728	MG3
Cell_5729	MG1
Cell_5730	MG5
Cell_5731	MG3
Cell_5732	MG2
Cell_5733	MG1
Cell_5734	MG2
Cell_5735	MG1
Cell_5736	MG3
Cell_5737	MG3
Cell_5738	MG3
Cell_5739	MG3
Cell_5740	MG1
Cell_5741	MG4
Cell_5742	MG1
Cell_5743	MG1
Cell_5744	MG1
Cell_5745	MG1
Cell_5746	MG5
Cell_5747	MG1
Cell_5748	MG2
Cell_5749	MG5
Cell_5750	MG2
Cell_5751	MG1
Cell_5752	MG1
Cell_5753	MG1
Cell_5754	MG1
Cell_5755	MG1
Cell_5756	MG1
Cell_5758	MG2
Cell_5759	MG1
Cell_5760	MG1
Cell_5761	MG2
Cell_5762	MG2
Cell_5763	MG1
Cell_5764	MG4
Cell_5765	MG1
Cell_5766	MG1
Cell_5767	MG1
Cell_5768	MG3
Cell_5769	MG3
Cell_5770	MG1
Cell_5771	MG1
Cell_5772	MG9
Cell_5773	MG3
Cell_5774	MG1
Cell_5775	MG3
Cell_5776	MG6
Cell_5777	MG1
Cell_5778	MG2
Cell_5779	MG1
Cell_5780	MG1
Cell_5781	MG1
Cell_5782	MG5
Cell_5783	MG3
Cell_5784	MG1
Cell_5785	MG5
Cell_5787	MG3
Cell_5788	MG2
Cell_5789	MG1
Cell_5790	MG2
Cell_5791	MG5
Cell_5792	MG2
Cell_5793	MG4
Cell_5794	MG3
Cell_5795	MG2
Cell_5796	MG5
Cell_5797	MG1
Cell_5798	MG5
Cell_5799	MG5
Cell_5800	MG5
Cell_5801	MG3
Cell_5802	MG5
Cell_5803	MG2
Cell_5804	MG1
Cell_5805	MG3
Cell_5806	MG4
Cell_5807	MG1
Cell_5808	MG1
Cell_5809	MG4
Cell_5810	MG2
Cell_5811	MG3
Cell_5812	MG2
Cell_5813	MG1
Cell_5814	MG2
Cell_5815	MG1
Cell_5816	MG1
Cell_5817	MG5
Cell_5818	MG1
Cell_5819	MG2
Cell_5820	MG1
Cell_5821	MG2
Cell_5822	MG1
Cell_5823	MG3
Cell_5824	MG1
Cell_5825	MG3
Cell_5826	MG1
Cell_5827	MG2
Cell_5828	MG2
Cell_5829	MG1
Cell_5830	MG1
Cell_5831	MG1
Cell_5832	MG1
Cell_5833	MG2
Cell_5834	MG2
Cell_5835	MG4
Cell_5836	MG3
Cell_5837	MG1
Cell_5838	MG2
Cell_5839	MG5
Cell_5840	MG4
Cell_5841	MG1
Cell_5842	MG1
Cell_5844	MG1
Cell_5845	MG3
Cell_5846	MG3
Cell_5847	MG1
Cell_5848	MG3
Cell_5849	MG1
Cell_5850	MG1
Cell_5851	MG2
Cell_5852	MG2
Cell_5853	MG1
Cell_5854	MG3
Cell_5855	MG1
Cell_5856	MG3
Cell_5857	MG3
Cell_5858	MG4
Cell_5859	MG3
Cell_5860	MG4
Cell_5861	MG3
Cell_5862	MG6
Cell_5863	MG1
Cell_5864	MG3
Cell_5865	MG3
Cell_5866	MG1
Cell_5867	MG1
Cell_5868	MG2
Cell_5869	MG3
Cell_5870	MG2
Cell_5871	MG5
Cell_5872	MG4
Cell_5873	MG1
Cell_5874	MG2
Cell_5875	MG1
Cell_5876	MG3
Cell_5878	MG1
Cell_5879	MG3
Cell_5880	MG1
Cell_5881	MG2
Cell_5882	MG3
Cell_5883	MG1
Cell_5884	MG5
Cell_5885	MG3
Cell_5886	MG3
Cell_5887	MG1
Cell_5888	MG4
Cell_5889	MG1
Cell_5890	MG2
Cell_5891	MG5
Cell_5892	MG5
Cell_5893	MG1
Cell_5894	MG1
Cell_5895	MG3
Cell_5896	MG1
Cell_5897	MG4
Cell_5898	MG5
Cell_5899	MG3
Cell_5900	MG1
Cell_5901	MG1
Cell_5902	MG3
Cell_5903	MG2
Cell_5904	MG2
Cell_5905	MG1
Cell_5906	MG1
Cell_5907	MG6
Cell_5908	MG1
Cell_5909	MG3
Cell_5910	MG1
Cell_5911	MG1
Cell_5912	MG3
Cell_5913	MG1
Cell_5914	MG1
Cell_5915	MG1
Cell_5916	MG3
Cell_5917	MG3
Cell_5918	MG1
Cell_5919	MG1
Cell_5920	MG1
Cell_5921	MG1
Cell_5922	MG4
Cell_5923	MG3
Cell_5924	MG1
Cell_5925	MG1
Cell_5926	MG1
Cell_5927	MG2
Cell_5928	MG5
Cell_5929	MG3
Cell_5930	MG3
Cell_5931	MG3
Cell_5932	MG4
Cell_5933	MG3
Cell_5934	MG3
Cell_5935	MG1
Cell_5936	MG1
Cell_5937	MG2
Cell_5938	MG3
Cell_5939	MG1
Cell_5940	MG3
Cell_5941	MG1
Cell_5942	MG1
Cell_5943	MG5
Cell_5944	MG4
Cell_5945	MG4
Cell_5946	MG5
Cell_5947	MG2
Cell_5948	MG1
Cell_5949	MG1
Cell_5950	MG3
Cell_5951	MG5
Cell_5952	MG5
Cell_5953	MG1
Cell_5954	MG9
Cell_5955	MG4
Cell_5956	MG2
Cell_5957	MG2
Cell_5958	MG3
Cell_5959	MG1
Cell_5960	MG3
Cell_5961	MG5
Cell_5962	MG1
Cell_5963	MG9
Cell_5964	MG5
Cell_5965	MG4
Cell_5966	MG1
Cell_5967	MG1
Cell_5968	MG3
Cell_5969	MG1
Cell_5970	MG1
Cell_5971	MG3
Cell_5972	MG1
Cell_5973	MG3
Cell_5974	MG1
Cell_5975	MG1
Cell_5976	MG2
Cell_5977	MG1
Cell_5978	MG3
Cell_5979	MG2
Cell_5980	MG1
Cell_5981	MG2
Cell_5982	MG1
Cell_5983	MG2
Cell_5984	MG1
Cell_5985	MG2
Cell_5986	MG1
Cell_5987	MG1
Cell_5988	MG3
Cell_5989	MG2
Cell_5990	MG2
Cell_5991	MG2
Cell_5992	MG1
Cell_5993	MG1
Cell_5994	MG2
Cell_5995	MG4
Cell_5996	MG4
Cell_5997	MG1
Cell_5998	MG3
Cell_5999	MG1
Cell_6000	MG1
Cell_6001	MG3
Cell_6002	MG1
Cell_6003	MG1
Cell_6004	MG1
Cell_6005	MG4
Cell_6006	MG2
Cell_6007	MG1
Cell_6008	MG1
Cell_6009	MG1
Cell_6010	MG3
Cell_6011	MG2
Cell_6012	MG1
Cell_6013	MG5
Cell_6014	MG1
Cell_6015	MG3
Cell_6016	MG4
Cell_6017	MG3
Cell_6018	MG2
Cell_6019	MG1
Cell_6020	MG3
Cell_6021	MG1
Cell_6022	MG3
Cell_6023	MG3
Cell_6024	MG2
Cell_6025	MG4
Cell_6026	MG1
Cell_6027	MG1
Cell_6028	MG1
Cell_6029	MG1
Cell_6030	MG4
Cell_6031	MG1
Cell_6032	MG3
Cell_6033	MG3
Cell_6034	MG5
Cell_6035	MG4
Cell_6036	MG2
Cell_6037	MG1
Cell_6038	MG1
Cell_6039	MG3
Cell_6040	MG3
Cell_6041	MG1
Cell_6042	MG1
Cell_6043	MG4
Cell_6044	MG2
Cell_6045	MG3
Cell_6046	MG2
Cell_6047	MG1
Cell_6048	MG1
Cell_6049	MG1
Cell_6050	MG4
Cell_6051	MG2
Cell_6052	MG6
Cell_6053	MG2
Cell_6054	MG1
Cell_6055	MG1
Cell_6056	MG1
Cell_6057	MG3
Cell_6058	MG1
Cell_6059	MG3
Cell_6060	MG5
Cell_6061	MG5
Cell_6062	MG1
Cell_6063	MG4
Cell_6064	MG2
Cell_6065	MG1
Cell_6066	MG1
Cell_6067	MG4
Cell_6068	MG1
Cell_6069	MG2
Cell_6070	MG2
Cell_6071	MG1
Cell_6072	MG1
Cell_6073	MG2
Cell_6074	MG2
Cell_6075	MG4
Cell_6076	MG5
Cell_6077	MG1
Cell_6078	MG3
Cell_6079	MG1
Cell_6080	MG1
Cell_6081	MG3
Cell_6082	MG1
Cell_6083	MG1
Cell_6084	MG1
Cell_6085	MG2
Cell_6086	MG2
Cell_6087	MG4
Cell_6088	MG3
Cell_6089	MG3
Cell_6090	MG2
Cell_6091	MG1
Cell_6092	MG1
Cell_6093	MG1
Cell_6094	MG1
Cell_6095	MG3
Cell_6096	MG2
Cell_6097	MG1
Cell_6098	MG2
Cell_6099	MG3
Cell_6100	MG3
Cell_6101	MG1
Cell_6103	MG5
Cell_6104	MG4
Cell_6105	MG5
Cell_6106	MG2
Cell_6107	MG5
Cell_6108	MG1
Cell_6109	MG3
Cell_6110	MG6
Cell_6111	MG3
Cell_6113	MG1
Cell_6114	MG1
Cell_6115	MG1
Cell_6116	MG5
Cell_6117	MG1
Cell_6118	MG3
Cell_6119	MG5
Cell_6120	MG3
Cell_6121	MG2
Cell_6122	MG1
Cell_6123	MG4
Cell_6124	MG3
Cell_6125	MG1
Cell_6126	MG1
Cell_6127	MG1
Cell_6128	MG5
Cell_6129	MG1
Cell_6130	MG1
Cell_6131	MG5
Cell_6132	MG3
Cell_6133	MG1
Cell_6134	MG4
Cell_6135	MG1
Cell_6136	MG4
Cell_6137	MG2
Cell_6138	MG3
Cell_6139	MG1
Cell_6140	MG1
Cell_6141	MG2
Cell_6142	MG1
Cell_6143	MG1
Cell_6144	MG1
Cell_6145	MG1
Cell_6146	MG3
Cell_6147	MG1
Cell_6148	MG3
Cell_6149	MG1
Cell_6150	MG3
Cell_6151	MG2
Cell_6152	MG2
Cell_6153	MG2
Cell_6154	MG1
Cell_6155	MG2
Cell_6156	MG3
Cell_6157	MG2
Cell_6158	MG1
Cell_6159	MG2
Cell_6160	MG2
Cell_6161	MG2
Cell_6162	MG3
Cell_6163	MG1
Cell_6164	MG2
Cell_6165	MG2
Cell_6166	MG4
Cell_6168	MG5
Cell_6169	MG4
Cell_6170	MG1
Cell_6171	MG5
Cell_6172	MG2
Cell_6173	MG1
Cell_6174	MG4
Cell_6175	MG2
Cell_6176	MG1
Cell_6177	MG1
Cell_6178	MG1
Cell_6179	MG2
Cell_6181	MG4
Cell_6182	MG2
Cell_6183	MG1
Cell_6184	MG4
Cell_6185	MG3
Cell_6186	MG3
Cell_6187	MG1
Cell_6188	MG1
Cell_6189	MG5
Cell_6190	MG3
Cell_6191	MG3
Cell_6192	MG1
Cell_6193	MG3
Cell_6194	MG1
Cell_6195	MG1
Cell_6196	MG4
Cell_6197	MG5
Cell_6198	MG3
Cell_6199	MG3
Cell_6200	MG2
Cell_6201	MG1
Cell_6203	MG2
Cell_6204	MG4
Cell_6205	MG1
Cell_6206	MG1
Cell_6207	MG1
Cell_6208	MG6
Cell_6209	MG1
Cell_6210	MG1
Cell_6211	MG1
Cell_6212	MG2
Cell_6213	MG1
Cell_6214	MG2
Cell_6215	MG3
Cell_6216	MG4
Cell_6217	MG2
Cell_6218	MG2
Cell_6219	MG1
Cell_6220	MG3
Cell_6221	MG1
Cell_6223	MG9
Cell_6224	MG2
Cell_6225	MG1
Cell_6226	MG4
Cell_6227	MG1
Cell_6228	MG1
Cell_6229	MG3
Cell_6230	MG1
Cell_6231	MG5
Cell_6232	MG1
Cell_6233	MG1
Cell_6234	MG3
Cell_6235	MG4
Cell_6236	MG2
Cell_6237	MG1
Cell_6238	MG1
Cell_6239	MG1
Cell_6240	MG3
Cell_6241	MG1
Cell_6242	MG3
Cell_6243	MG3
Cell_6244	MG1
Cell_6245	MG3
Cell_6246	MG1
Cell_6247	MG3
Cell_6248	MG1
Cell_6249	MG3
Cell_6250	MG4
Cell_6251	MG3
Cell_6252	MG1
Cell_6253	MG1
Cell_6254	MG5
Cell_6255	MG4
Cell_6258	MG2
Cell_6259	MG3
Cell_6260	MG5
Cell_6261	MG3
Cell_6262	MG1
Cell_6263	MG1
Cell_6264	MG1
Cell_6265	MG2
Cell_6266	MG3
Cell_6267	MG1
Cell_6268	MG4
Cell_6269	MG6
Cell_6270	MG1
Cell_6271	MG1
Cell_6272	MG3
Cell_6273	MG1
Cell_6274	MG6
Cell_6275	MG2
Cell_6276	MG2
Cell_6277	MG5
Cell_6278	MG3
Cell_6279	MG6
Cell_6280	MG4
Cell_6281	MG1
Cell_6282	MG9
Cell_6283	MG4
Cell_6284	MG1
Cell_6285	MG3
Cell_6286	MG1
Cell_6287	MG1
Cell_6288	MG4
Cell_6289	MG1
Cell_6290	MG3
Cell_6291	MG1
Cell_6292	MG4
Cell_6293	MG2
Cell_6294	MG1
Cell_6295	MG4
Cell_6296	MG4
Cell_6297	MG1
Cell_6298	MG1
Cell_6299	MG2
Cell_6300	MG3
Cell_6301	MG3
Cell_6302	MG4
Cell_6303	MG1
Cell_6304	MG1
Cell_6305	MG3
Cell_6306	MG2
Cell_6307	MG1
Cell_6308	MG4
Cell_6310	MG4
Cell_6311	MG3
Cell_6312	MG5
Cell_6313	MG2
Cell_6314	MG5
Cell_6315	MG2
Cell_6316	MG2
Cell_6317	MG4
Cell_6318	MG2
Cell_6319	MG1
Cell_6320	MG3
Cell_6321	MG3
Cell_6322	MG1
Cell_6323	MG1
Cell_6324	MG3
Cell_6325	MG3
Cell_6326	MG2
Cell_6327	MG4
Cell_6328	MG1
Cell_6329	MG4
Cell_6330	MG3
Cell_6331	MG4
Cell_6332	MG1
Cell_6333	MG2
Cell_6334	MG3
Cell_6335	MG1
Cell_6336	MG2
Cell_6337	MG2
Cell_6338	MG3
Cell_6339	MG2
Cell_6340	MG1
Cell_6341	MG2
Cell_6342	MG1
Cell_6343	MG1
Cell_6344	MG3
Cell_6345	MG1
Cell_6346	MG2
Cell_6347	MG5
Cell_6348	MG3
Cell_6349	MG1
Cell_6350	MG3
Cell_6351	MG4
Cell_6352	MG1
Cell_6354	MG3
Cell_6355	MG1
Cell_6356	MG1
Cell_6357	MG4
Cell_6358	MG1
Cell_6359	MG5
Cell_6360	MG6
Cell_6361	MG2
Cell_6362	MG4
Cell_6363	MG1
Cell_6364	MG1
Cell_6365	MG2
Cell_6366	MG1
Cell_6367	MG3
Cell_6368	MG3
Cell_6369	MG4
Cell_6370	MG1
Cell_6371	MG2
Cell_6372	MG4
Cell_6373	MG6
Cell_6374	MG3
Cell_6375	MG6
Cell_6376	MG1
Cell_6377	MG1
Cell_6378	MG1
Cell_6379	MG2
Cell_6380	MG2
Cell_6381	MG2
Cell_6382	MG6
Cell_6383	MG5
Cell_6384	MG1
Cell_6385	MG1
Cell_6386	MG3
Cell_6387	MG5
Cell_6388	MG2
Cell_6389	MG2
Cell_6390	MG1
Cell_6391	MG5
Cell_6392	MG1
