cell_id	new_cluster_name
Cell_9011	MG3
Cell_9012	MG1
Cell_9013	MG6
Cell_9014	MG6
Cell_9015	MG3
Cell_9016	MG1
Cell_9017	MG4
Cell_9018	MG6
Cell_9019	MG1
Cell_9020	MG1
Cell_9021	MG4
Cell_9022	MG2
Cell_9023	MG1
Cell_9024	MG2
Cell_9025	MG1
Cell_9026	MG3
Cell_9027	MG6
Cell_9028	MG1
Cell_9029	MG2
Cell_9030	MG1
Cell_9031	MG2
Cell_9032	MG1
Cell_9034	MG3
Cell_9035	MG5
Cell_9036	MG3
Cell_9037	MG2
Cell_9038	MG3
Cell_9039	MG1
Cell_9040	MG1
Cell_9041	MG4
Cell_9042	MG1
Cell_9043	MG4
Cell_9044	MG4
Cell_9045	MG3
Cell_9046	MG1
Cell_9047	MG1
Cell_9048	MG3
Cell_9049	MG3
Cell_9050	MG1
Cell_9051	MG3
Cell_9052	MG3
Cell_9053	MG1
Cell_9054	MG3
Cell_9055	MG3
Cell_9056	MG1
Cell_9057	MG3
Cell_9058	MG1
Cell_9059	MG2
Cell_9060	MG1
Cell_9061	MG1
Cell_9062	MG6
Cell_9063	MG1
Cell_9064	MG3
Cell_9065	MG4
Cell_9066	MG6
Cell_9067	MG3
Cell_9068	MG1
Cell_9069	MG2
Cell_9070	MG4
Cell_9071	MG4
Cell_9072	MG3
Cell_9073	MG6
Cell_9074	MG6
Cell_9075	MG3
Cell_9076	MG1
Cell_9077	MG2
Cell_9078	MG2
Cell_9079	MG5
Cell_9080	MG1
Cell_9081	MG4
Cell_9082	MG3
Cell_9083	MG3
Cell_9084	MG2
Cell_9085	MG6
Cell_9086	MG1
Cell_9087	MG1
Cell_9088	MG5
Cell_9089	MG1
Cell_9090	MG6
Cell_9091	MG3
Cell_9093	MG3
Cell_9094	MG6
Cell_9095	MG3
Cell_9096	MG1
Cell_9097	MG5
Cell_9098	MG1
Cell_9099	MG2
Cell_9100	MG1
Cell_9101	MG6
Cell_9102	MG9
Cell_9103	MG4
Cell_9104	MG2
Cell_9105	MG6
Cell_9106	MG1
Cell_9107	MG4
Cell_9108	MG2
Cell_9109	MG3
Cell_9110	MG1
Cell_9111	MG6
Cell_9112	MG2
Cell_9113	MG2
Cell_9114	MG2
Cell_9115	MG4
Cell_9116	MG1
Cell_9117	MG6
Cell_9118	MG4
Cell_9119	MG2
Cell_9120	MG3
Cell_9121	MG1
Cell_9122	MG2
Cell_9123	MG2
Cell_9124	MG3
Cell_9125	MG3
Cell_9126	MG3
Cell_9127	MG1
Cell_9128	MG4
Cell_9129	MG1
Cell_9130	MG2
Cell_9131	MG4
Cell_9132	MG6
Cell_9133	MG4
Cell_9134	MG4
Cell_9135	MG6
Cell_9136	MG6
Cell_9137	MG2
Cell_9138	MG1
Cell_9139	MG1
Cell_9140	MG1
Cell_9141	MG1
Cell_9142	MG3
Cell_9143	MG9
Cell_9144	MG1
Cell_9145	MG2
Cell_9146	MG3
Cell_9147	MG1
Cell_9148	MG1
Cell_9149	MG4
Cell_9150	MG4
Cell_9151	MG1
Cell_9152	MG3
Cell_9153	MG4
Cell_9154	MG3
Cell_9155	MG3
Cell_9156	MG6
Cell_9157	MG3
Cell_9158	MG1
Cell_9159	MG1
Cell_9160	MG4
Cell_9161	MG4
Cell_9162	MG3
Cell_9163	MG4
Cell_9164	MG2
Cell_9165	MG4
Cell_9166	MG1
Cell_9167	MG3
Cell_9168	MG1
Cell_9169	MG2
Cell_9170	MG5
Cell_9171	MG2
Cell_9172	MG4
Cell_9173	MG1
Cell_9174	MG1
Cell_9175	MG2
Cell_9176	MG1
Cell_9177	MG1
Cell_9178	MG1
Cell_9179	MG1
Cell_9180	MG3
Cell_9181	MG1
Cell_9182	MG1
Cell_9183	MG3
Cell_9184	MG1
Cell_9185	MG2
Cell_9186	MG1
Cell_9187	MG2
Cell_9188	MG1
Cell_9189	MG5
Cell_9190	MG4
Cell_9191	MG1
Cell_9192	MG2
Cell_9193	MG1
Cell_9194	MG1
Cell_9195	MG6
Cell_9196	MG4
Cell_9197	MG2
Cell_9198	MG3
Cell_9199	MG6
Cell_9200	MG4
Cell_9201	MG4
Cell_9202	MG1
Cell_9203	MG3
Cell_9204	MG2
Cell_9205	MG2
Cell_9206	MG4
Cell_9207	MG1
Cell_9208	MG2
Cell_9209	MG1
Cell_9210	MG2
Cell_9211	MG1
Cell_9212	MG1
Cell_9213	MG6
Cell_9214	MG6
Cell_9215	MG4
Cell_9216	MG4
Cell_9217	MG1
Cell_9218	MG3
Cell_9219	MG5
Cell_9220	MG1
Cell_9221	MG4
Cell_9222	MG1
Cell_9223	MG1
Cell_9224	MG6
Cell_9225	MG3
Cell_9226	MG3
Cell_9227	MG4
Cell_9228	MG3
Cell_9229	MG1
Cell_9230	MG1
Cell_9231	MG3
Cell_9232	MG2
Cell_9233	MG3
Cell_9234	MG3
Cell_9235	MG3
Cell_9236	MG1
Cell_9237	MG6
Cell_9238	MG5
Cell_9239	MG2
Cell_9240	MG4
Cell_9241	MG3
Cell_9242	MG4
Cell_9243	MG1
Cell_9244	MG1
Cell_9245	MG2
Cell_9246	MG2
Cell_9247	MG2
Cell_9248	MG4
Cell_9249	MG3
Cell_9250	MG1
Cell_9251	MG3
Cell_9252	MG6
Cell_9253	MG2
Cell_9254	MG2
Cell_9255	MG2
Cell_9256	MG1
Cell_9257	MG2
Cell_9258	MG1
Cell_9259	MG3
Cell_9260	MG3
Cell_9261	MG3
Cell_9262	MG1
Cell_9263	MG1
Cell_9264	MG2
Cell_9265	MG1
Cell_9266	MG3
Cell_9267	MG1
Cell_9268	MG4
Cell_9269	MG1
Cell_9270	MG6
Cell_9271	MG2
Cell_9272	MG5
Cell_9273	MG6
Cell_9274	MG2
Cell_9275	MG2
Cell_9276	MG3
Cell_9277	MG1
Cell_9278	MG2
Cell_9279	MG4
Cell_9280	MG2
Cell_9281	MG1
Cell_9282	MG4
Cell_9283	MG4
Cell_9284	MG3
Cell_9285	MG6
Cell_9286	MG1
Cell_9287	MG1
Cell_9288	MG2
Cell_9289	MG1
Cell_9290	MG1
Cell_9291	MG6
Cell_9292	MG1
Cell_9293	MG4
Cell_9294	MG4
Cell_9295	MG3
Cell_9296	MG3
Cell_9297	MG3
Cell_9298	MG3
Cell_9299	MG1
Cell_9300	MG1
Cell_9301	MG1
Cell_9302	MG2
Cell_9303	MG1
Cell_9304	MG1
Cell_9305	MG1
Cell_9306	MG1
Cell_9307	MG1
Cell_9308	MG1
Cell_9309	MG5
Cell_9310	MG1
Cell_9311	MG2
Cell_9312	MG1
Cell_9313	MG9
Cell_9314	MG1
Cell_9315	MG1
Cell_9316	MG3
Cell_9317	MG3
Cell_9318	MG3
Cell_9319	MG3
Cell_9320	MG1
Cell_9321	MG3
Cell_9322	MG4
Cell_9323	MG6
Cell_9324	MG1
Cell_9325	MG3
Cell_9326	MG1
Cell_9327	MG6
Cell_9328	MG1
Cell_9329	MG2
Cell_9330	MG1
Cell_9331	MG3
Cell_9332	MG3
Cell_9333	MG1
Cell_9334	MG1
Cell_9335	MG2
Cell_9336	MG3
Cell_9337	MG3
Cell_9338	MG6
Cell_9339	MG1
Cell_9340	MG1
Cell_9341	MG3
Cell_9342	MG4
Cell_9343	MG1
Cell_9344	MG6
Cell_9345	MG3
Cell_9346	MG2
Cell_9347	MG1
Cell_9348	MG3
Cell_9349	MG1
Cell_9350	MG2
Cell_9351	MG2
Cell_9352	MG1
Cell_9353	MG4
Cell_9354	MG1
Cell_9355	MG1
Cell_9356	MG2
Cell_9357	MG1
Cell_9358	MG5
Cell_9359	MG3
Cell_9360	MG1
Cell_9361	MG2
Cell_9362	MG6
Cell_9363	MG1
Cell_9364	MG5
Cell_9365	MG2
Cell_9366	MG2
Cell_9367	MG4
Cell_9368	MG1
Cell_9369	MG4
Cell_9370	MG1
Cell_9371	MG1
Cell_9372	MG1
Cell_9373	MG1
Cell_9374	MG3
Cell_9375	MG6
Cell_9376	MG2
Cell_9377	MG6
Cell_9378	MG1
Cell_9379	MG3
Cell_9380	MG4
Cell_9381	MG2
Cell_9382	MG2
Cell_9383	MG1
Cell_9384	MG6
Cell_9385	MG2
Cell_9386	MG6
Cell_9387	MG1
Cell_9388	MG3
Cell_9389	MG5
Cell_9390	MG1
Cell_9391	MG2
Cell_9392	MG1
Cell_9393	MG4
Cell_9394	MG5
Cell_9395	MG6
Cell_9396	MG1
Cell_9397	MG2
Cell_9398	MG2
Cell_9399	MG1
Cell_9400	MG1
Cell_9401	MG2
Cell_9402	MG2
Cell_9403	MG3
Cell_9404	MG1
Cell_9405	MG1
Cell_9406	MG3
Cell_9407	MG1
Cell_9408	MG5
Cell_9409	MG5
Cell_9410	MG3
Cell_9411	MG2
Cell_9412	MG6
Cell_9413	MG5
Cell_9414	MG3
Cell_9415	MG3
Cell_9416	MG1
Cell_9417	MG4
Cell_9418	MG3
Cell_9419	MG2
Cell_9420	MG6
Cell_9421	MG3
Cell_9422	MG2
Cell_9423	MG5
Cell_9424	MG5
Cell_9425	MG6
Cell_9426	MG5
Cell_9427	MG6
Cell_9428	MG1
Cell_9429	MG1
Cell_9430	MG4
Cell_9431	MG4
Cell_9432	MG3
Cell_9433	MG3
Cell_9434	MG4
Cell_9435	MG1
Cell_9436	MG4
Cell_9437	MG3
Cell_9438	MG1
Cell_9439	MG5
Cell_9440	MG5
Cell_9441	MG1
Cell_9442	MG5
Cell_9443	MG3
Cell_9444	MG3
Cell_9445	MG2
Cell_9446	MG4
Cell_9447	MG1
Cell_9448	MG2
Cell_9449	MG3
Cell_9450	MG2
Cell_9451	MG4
Cell_9452	MG1
Cell_9453	MG1
Cell_9454	MG3
Cell_9455	MG1
Cell_9456	MG4
Cell_9457	MG5
Cell_9458	MG2
Cell_9459	MG4
Cell_9460	MG6
Cell_9461	MG1
Cell_9462	MG1
Cell_9463	MG3
Cell_9464	MG1
Cell_9465	MG2
Cell_9466	MG1
Cell_9467	MG6
Cell_9468	MG3
Cell_9469	MG3
Cell_9470	MG4
Cell_9471	MG1
Cell_9472	MG1
Cell_9473	MG2
Cell_9474	MG1
Cell_9475	MG4
Cell_9476	MG2
Cell_9477	MG4
Cell_9478	MG4
Cell_9479	MG6
Cell_9480	MG1
Cell_9481	MG5
Cell_9482	MG4
Cell_9483	MG2
Cell_9484	MG1
Cell_9485	MG6
Cell_9486	MG1
Cell_9487	MG2
Cell_9489	MG2
Cell_9490	MG3
Cell_9491	MG1
Cell_9492	MG1
Cell_9493	MG3
Cell_9494	MG1
Cell_9495	MG4
Cell_9496	MG3
Cell_9497	MG1
Cell_9498	MG1
Cell_9499	MG6
Cell_9500	MG3
Cell_9501	MG5
Cell_9502	MG5
Cell_9503	MG1
Cell_9504	MG6
Cell_9505	MG4
Cell_9506	MG2
Cell_9507	MG1
Cell_9508	MG1
Cell_9509	MG2
Cell_9510	MG4
Cell_9511	MG2
Cell_9512	MG5
Cell_9513	MG2
Cell_9514	MG4
Cell_9515	MG2
Cell_9516	MG3
Cell_9517	MG1
Cell_9518	MG1
Cell_9519	MG5
Cell_9520	MG6
Cell_9521	MG2
Cell_9522	MG3
Cell_9523	MG1
Cell_9524	MG3
Cell_9525	MG2
Cell_9526	MG1
Cell_9527	MG4
Cell_9528	MG1
Cell_9529	MG2
Cell_9530	MG3
Cell_9531	MG5
Cell_9532	MG6
Cell_9533	MG3
Cell_9534	MG1
Cell_9535	MG3
Cell_9536	MG2
Cell_9537	MG2
Cell_9538	MG4
Cell_9539	MG3
Cell_9540	MG3
Cell_9541	MG3
Cell_9542	MG3
Cell_9543	MG1
Cell_9544	MG2
Cell_9545	MG6
Cell_9546	MG4
Cell_9547	MG3
Cell_9548	MG5
Cell_9549	MG2
Cell_9550	MG6
Cell_9551	MG3
Cell_9552	MG4
Cell_9553	MG5
Cell_9554	MG1
Cell_9555	MG6
Cell_9556	MG3
Cell_9557	MG6
Cell_9558	MG3
Cell_9559	MG2
Cell_9560	MG4
Cell_9561	MG1
Cell_9562	MG2
Cell_9563	MG4
Cell_9564	MG1
Cell_9565	MG3
Cell_9566	MG3
Cell_9567	MG3
Cell_9568	MG6
Cell_9569	MG2
Cell_9570	MG2
Cell_9571	MG6
Cell_9572	MG1
Cell_9573	MG4
Cell_9574	MG6
Cell_9575	MG1
Cell_9576	MG2
Cell_9577	MG6
Cell_9578	MG1
Cell_9579	MG4
Cell_9580	MG3
Cell_9581	MG6
Cell_9582	MG3
Cell_9583	MG3
Cell_9584	MG1
Cell_9585	MG2
Cell_9586	MG2
Cell_9587	MG2
Cell_9588	MG1
Cell_9589	MG4
Cell_9590	MG1
Cell_9591	MG4
Cell_9592	MG1
Cell_9593	MG1
Cell_9594	MG3
Cell_9595	MG3
Cell_9596	MG1
Cell_9597	MG1
Cell_9598	MG2
Cell_9599	MG2
Cell_9600	MG2
Cell_9601	MG3
Cell_9602	MG2
Cell_9603	MG6
Cell_9604	MG1
Cell_9605	MG6
Cell_9606	MG1
Cell_9607	MG6
Cell_9608	MG3
Cell_9609	MG6
Cell_9610	MG1
Cell_9611	MG1
Cell_9612	MG2
Cell_9613	MG4
Cell_9614	MG2
Cell_9615	MG6
Cell_9616	MG1
Cell_9617	MG2
Cell_9618	MG3
Cell_9619	MG1
Cell_9620	MG4
Cell_9621	MG1
Cell_9622	MG2
Cell_9623	MG2
Cell_9624	MG1
Cell_9625	MG4
Cell_9626	MG1
Cell_9627	MG3
Cell_9628	MG6
Cell_9629	MG1
Cell_9630	MG1
Cell_9631	MG4
Cell_9632	MG1
Cell_9633	MG1
Cell_9634	MG1
Cell_9635	MG3
Cell_9636	MG1
Cell_9637	MG3
Cell_9638	MG3
Cell_9639	MG6
Cell_9640	MG2
Cell_9641	MG2
Cell_9642	MG1
Cell_9643	MG3
Cell_9644	MG3
Cell_9645	MG6
Cell_9646	MG3
Cell_9647	MG6
Cell_9648	MG2
Cell_9649	MG4
Cell_9650	MG4
Cell_9651	MG3
Cell_9652	MG1
Cell_9653	MG1
Cell_9654	MG1
Cell_9656	MG1
Cell_9657	MG3
Cell_9658	MG3
Cell_9659	MG3
Cell_9660	MG3
Cell_9661	MG6
Cell_9662	MG3
Cell_9663	MG6
Cell_9664	MG4
Cell_9665	MG3
Cell_9666	MG3
Cell_9667	MG4
Cell_9668	MG1
Cell_9669	MG4
Cell_9670	MG3
Cell_9671	MG6
Cell_9672	MG2
Cell_9673	MG6
Cell_9674	MG2
Cell_9675	MG3
Cell_9676	MG2
Cell_9677	MG1
Cell_9678	MG1
Cell_9679	MG1
Cell_9680	MG1
Cell_9681	MG2
Cell_9682	MG4
Cell_9683	MG1
Cell_9684	MG4
Cell_9685	MG2
Cell_9686	MG2
Cell_9687	MG1
Cell_9688	MG5
Cell_9689	MG2
Cell_9690	MG4
Cell_9691	MG1
Cell_9692	MG5
Cell_9693	MG1
Cell_9694	MG2
Cell_9695	MG2
Cell_9696	MG5
Cell_9697	MG4
Cell_9698	MG5
Cell_9699	MG3
Cell_9700	MG3
Cell_9702	MG2
Cell_9703	MG4
Cell_9704	MG3
Cell_9705	MG2
Cell_9706	MG1
Cell_9707	MG3
Cell_9708	MG2
Cell_9709	MG5
Cell_9710	MG5
Cell_9711	MG2
Cell_9712	MG2
Cell_9713	MG2
Cell_9714	MG1
Cell_9715	MG1
Cell_9716	MG5
Cell_9717	MG2
Cell_9718	MG2
Cell_9719	MG1
Cell_9720	MG1
Cell_9721	MG6
Cell_9722	MG1
Cell_9723	MG2
Cell_9724	MG3
Cell_9725	MG2
Cell_9726	MG6
Cell_9728	MG2
Cell_9729	MG2
Cell_9730	MG2
Cell_9731	MG1
Cell_9732	MG3
Cell_9733	MG2
Cell_9734	MG5
Cell_9735	MG3
Cell_9736	MG2
Cell_9737	MG1
Cell_9738	MG2
Cell_9739	MG2
Cell_9740	MG1
Cell_9741	MG2
Cell_9742	MG2
Cell_9743	MG2
Cell_9744	MG2
Cell_9745	MG5
Cell_9746	MG2
Cell_9748	MG1
Cell_9749	MG3
Cell_9750	MG1
Cell_9751	MG2
Cell_9752	MG2
Cell_9753	MG5
Cell_9754	MG3
Cell_9755	MG2
Cell_9756	MG1
Cell_9757	MG3
Cell_9758	MG1
Cell_9759	MG3
Cell_9760	MG2
Cell_9761	MG2
Cell_9762	MG3
Cell_9763	MG1
Cell_9764	MG3
Cell_9765	MG4
Cell_9766	MG1
Cell_9767	MG5
Cell_9768	MG6
Cell_9769	MG2
Cell_9770	MG1
Cell_9771	MG2
Cell_9772	MG1
Cell_9773	MG2
Cell_9774	MG5
Cell_9775	MG4
Cell_9776	MG3
Cell_9777	MG4
Cell_9778	MG1
Cell_9779	MG2
Cell_9780	MG1
Cell_9781	MG3
Cell_9782	MG5
Cell_9783	MG1
Cell_9784	MG3
Cell_9786	MG9
Cell_9787	MG1
Cell_9788	MG1
Cell_9789	MG3
Cell_9790	MG2
Cell_9791	MG1
Cell_9792	MG1
Cell_9793	MG1
Cell_9794	MG2
Cell_9795	MG2
Cell_9796	MG5
Cell_9797	MG1
Cell_9798	MG2
Cell_9799	MG2
Cell_9800	MG3
Cell_9801	MG1
Cell_9802	MG4
Cell_9803	MG1
Cell_9804	MG2
Cell_9805	MG2
Cell_9806	MG2
Cell_9807	MG1
Cell_9808	MG3
Cell_9809	MG1
Cell_9810	MG2
Cell_9811	MG2
Cell_9812	MG5
Cell_9813	MG4
Cell_9814	MG1
Cell_9815	MG1
Cell_9816	MG2
Cell_9817	MG3
Cell_9818	MG2
Cell_9819	MG5
Cell_9820	MG3
Cell_9821	MG2
Cell_9822	MG3
Cell_9823	MG3
Cell_9824	MG2
Cell_9825	MG3
Cell_9826	MG4
Cell_9827	MG1
Cell_9828	MG5
Cell_9829	MG3
Cell_9830	MG4
Cell_9831	MG1
Cell_9832	MG1
Cell_9833	MG2
Cell_9834	MG1
Cell_9835	MG2
Cell_9836	MG2
Cell_9837	MG1
Cell_9838	MG1
Cell_9839	MG4
Cell_9840	MG6
Cell_9841	MG2
Cell_9842	MG4
Cell_9843	MG6
Cell_9844	MG3
Cell_9845	MG1
Cell_9846	MG3
Cell_9847	MG1
Cell_9848	MG2
Cell_9849	MG1
Cell_9850	MG2
Cell_9851	MG1
Cell_9852	MG1
Cell_9853	MG4
Cell_9854	MG2
Cell_9855	MG1
Cell_9856	MG3
Cell_9857	MG1
Cell_9858	MG1
Cell_9859	MG3
Cell_9860	MG1
Cell_9861	MG1
Cell_9862	MG2
Cell_9863	MG3
Cell_9864	MG1
Cell_9865	MG1
Cell_9866	MG2
Cell_9867	MG1
Cell_9868	MG2
Cell_9869	MG3
Cell_9870	MG1
Cell_9871	MG1
Cell_9872	MG1
Cell_9873	MG5
Cell_9874	MG1
Cell_9875	MG3
Cell_9876	MG5
Cell_9877	MG3
Cell_9878	MG2
Cell_9879	MG1
Cell_9880	MG1
Cell_9881	MG3
Cell_9882	MG1
Cell_9883	MG5
Cell_9884	MG1
Cell_9885	MG2
Cell_9886	MG1
Cell_9887	MG2
Cell_9888	MG4
Cell_9889	MG2
Cell_9890	MG1
Cell_9891	MG1
Cell_9892	MG2
Cell_9893	MG2
Cell_9894	MG1
Cell_9895	MG3
Cell_9896	MG2
Cell_9897	MG2
Cell_9898	MG3
Cell_9899	MG3
Cell_9900	MG1
Cell_9901	MG2
Cell_9902	MG2
Cell_9903	MG6
Cell_9904	MG1
Cell_9905	MG1
Cell_9906	MG1
Cell_9907	MG1
Cell_9908	MG6
Cell_9909	MG3
Cell_9910	MG2
Cell_9911	MG2
Cell_9912	MG1
Cell_9913	MG1
Cell_9914	MG1
Cell_9915	MG6
Cell_9916	MG2
Cell_9917	MG6
Cell_9918	MG2
Cell_9919	MG2
Cell_9920	MG2
Cell_9921	MG5
Cell_9922	MG2
Cell_9923	MG2
Cell_9924	MG2
Cell_9925	MG3
Cell_9926	MG6
Cell_9927	MG2
Cell_9928	MG2
Cell_9929	MG3
Cell_9930	MG1
Cell_9931	MG2
Cell_9932	MG2
Cell_9933	MG2
Cell_9934	MG2
Cell_9935	MG1
Cell_9936	MG3
Cell_9937	MG1
Cell_9938	MG1
Cell_9939	MG2
Cell_9940	MG2
Cell_9941	MG4
Cell_9942	MG2
Cell_9943	MG1
Cell_9944	MG2
Cell_9945	MG1
Cell_9946	MG2
Cell_9947	MG3
Cell_9948	MG1
Cell_9949	MG2
Cell_9950	MG8
Cell_9951	MG3
Cell_9952	MG2
Cell_9953	MG4
Cell_9954	MG5
Cell_9955	MG1
Cell_9956	MG3
Cell_9957	MG1
Cell_9958	MG2
Cell_9959	MG1
Cell_9960	MG1
Cell_9961	MG2
Cell_9962	MG5
Cell_9963	MG4
Cell_9964	MG1
Cell_9965	MG4
Cell_9966	MG2
Cell_9967	MG1
Cell_9968	MG5
Cell_9969	MG3
Cell_9970	MG2
Cell_9971	MG6
Cell_9972	MG6
Cell_9973	MG3
Cell_9974	MG1
Cell_9975	MG2
Cell_9976	MG2
Cell_9977	MG1
Cell_9978	MG6
Cell_9979	MG2
Cell_9980	MG1
Cell_9981	MG5
Cell_9982	MG5
Cell_9983	MG3
Cell_9984	MG3
Cell_9985	MG1
Cell_9986	MG1
Cell_9987	MG2
Cell_9988	MG4
Cell_9989	MG2
Cell_9990	MG2
Cell_9991	MG3
Cell_9992	MG6
Cell_9993	MG1
Cell_9994	MG8
Cell_9995	MG5
Cell_9996	MG2
Cell_9997	MG3
Cell_9998	MG2
Cell_9999	MG2
Cell_10000	MG2
Cell_10001	MG4
Cell_10002	MG1
Cell_10003	MG5
Cell_10004	MG2
Cell_10005	MG2
Cell_10006	MG1
Cell_10007	MG2
Cell_10008	MG2
Cell_10009	MG3
Cell_10010	MG6
Cell_10011	MG5
Cell_10012	MG2
Cell_10013	MG2
Cell_10014	MG2
Cell_10015	MG2
Cell_10016	MG2
Cell_10017	MG3
Cell_10018	MG2
Cell_10019	MG1
Cell_10020	MG2
Cell_10021	MG2
Cell_10022	MG2
Cell_10023	MG5
Cell_10025	MG1
Cell_10027	MG1
Cell_10028	MG4
Cell_10029	MG2
Cell_10030	MG3
Cell_10031	MG1
Cell_10032	MG3
Cell_10033	MG6
Cell_10034	MG1
Cell_10035	MG1
Cell_10036	MG2
Cell_10037	MG1
Cell_10038	MG2
Cell_10039	MG2
Cell_10040	MG1
Cell_10041	MG2
Cell_10042	MG2
Cell_10043	MG3
Cell_10044	MG3
Cell_10045	MG1
Cell_10046	MG6
Cell_10047	MG2
Cell_10048	MG1
Cell_10049	MG2
Cell_10050	MG3
Cell_10051	MG1
Cell_10052	MG3
Cell_10053	MG1
Cell_10054	MG4
Cell_10055	MG2
Cell_10056	MG1
Cell_10057	MG1
Cell_10058	MG5
Cell_10059	MG2
Cell_10060	MG6
Cell_10061	MG5
Cell_10062	MG1
Cell_10063	MG1
Cell_10064	MG1
Cell_10065	MG6
Cell_10066	MG9
Cell_10067	MG1
Cell_10068	MG3
Cell_10069	MG2
Cell_10070	MG1
Cell_10071	MG1
Cell_10072	MG3
Cell_10073	MG5
Cell_10074	MG3
Cell_10075	MG5
Cell_10076	MG2
Cell_10077	MG2
Cell_10078	MG3
Cell_10079	MG1
Cell_10080	MG1
Cell_10081	MG1
Cell_10082	MG2
Cell_10083	MG3
Cell_10084	MG3
Cell_10085	MG2
Cell_10086	MG1
Cell_10087	MG3
Cell_10088	MG3
Cell_10089	MG1
Cell_10090	MG3
Cell_10091	MG3
Cell_10092	MG2
Cell_10093	MG2
Cell_10094	MG3
Cell_10095	MG3
Cell_10096	MG3
Cell_10097	MG3
Cell_10098	MG3
Cell_10099	MG2
Cell_10100	MG3
Cell_10101	MG3
Cell_10102	MG2
Cell_10103	MG6
Cell_10104	MG3
Cell_10105	MG5
Cell_10106	MG1
Cell_10107	MG1
Cell_10108	MG1
Cell_10109	MG3
Cell_10110	MG1
Cell_10111	MG1
Cell_10112	MG1
Cell_10113	MG2
Cell_10114	MG5
Cell_10115	MG2
Cell_10116	MG2
Cell_10117	MG3
Cell_10118	MG3
Cell_10119	MG6
Cell_10120	MG2
Cell_10121	MG3
Cell_10122	MG5
Cell_10123	MG1
Cell_10124	MG1
Cell_10125	MG1
Cell_10126	MG3
Cell_10127	MG1
Cell_10128	MG3
Cell_10129	MG1
Cell_10130	MG1
Cell_10131	MG1
Cell_10132	MG3
Cell_10133	MG3
Cell_10134	MG3
Cell_10135	MG2
Cell_10136	MG1
Cell_10137	MG3
Cell_10138	MG1
Cell_10139	MG2
Cell_10140	MG1
Cell_10141	MG1
Cell_10142	MG3
Cell_10143	MG1
Cell_10144	MG2
Cell_10145	MG2
Cell_10146	MG1
Cell_10147	MG1
Cell_10148	MG3
Cell_10149	MG3
Cell_10150	MG1
Cell_10151	MG3
Cell_10152	MG3
Cell_10153	MG3
Cell_10154	MG5
Cell_10155	MG2
Cell_10156	MG1
Cell_10157	MG1
Cell_10158	MG2
Cell_10159	MG1
Cell_10160	MG1
Cell_10161	MG2
Cell_10162	MG3
Cell_10163	MG2
Cell_10164	MG2
Cell_10165	MG1
Cell_10166	MG5
Cell_10167	MG3
Cell_10168	MG1
Cell_10169	MG3
Cell_10170	MG3
Cell_10171	MG3
Cell_10172	MG3
Cell_10173	MG3
Cell_10174	MG5
Cell_10175	MG1
Cell_10176	MG2
Cell_10177	MG3
Cell_10178	MG1
Cell_10179	MG3
Cell_10180	MG3
Cell_10181	MG1
Cell_10182	MG3
Cell_10183	MG3
Cell_10184	MG1
Cell_10185	MG3
Cell_10186	MG3
Cell_10187	MG3
Cell_10188	MG3
Cell_10189	MG1
Cell_10190	MG1
Cell_10191	MG3
Cell_10192	MG2
Cell_10193	MG1
Cell_10194	MG3
Cell_10195	MG3
Cell_10196	MG3
Cell_10197	MG1
Cell_10198	MG2
Cell_10199	MG1
Cell_10200	MG3
Cell_10201	MG3
Cell_10202	MG1
Cell_10204	MG1
Cell_10205	MG3
Cell_10206	MG1
Cell_10207	MG3
Cell_10208	MG1
Cell_10209	MG3
Cell_10210	MG1
Cell_10211	MG1
Cell_10212	MG2
Cell_10213	MG1
Cell_10214	MG1
Cell_10215	MG3
Cell_10216	MG5
Cell_10217	MG3
Cell_10218	MG3
Cell_10219	MG3
Cell_10220	MG3
Cell_10221	MG2
Cell_10222	MG3
Cell_10223	MG1
Cell_10224	MG2
Cell_10225	MG1
Cell_10226	MG3
Cell_10227	MG1
Cell_10228	MG1
Cell_10229	MG2
Cell_10230	MG3
Cell_10231	MG1
Cell_10232	MG2
Cell_10233	MG3
Cell_10234	MG2
Cell_10235	MG1
Cell_10236	MG1
Cell_10237	MG1
Cell_10238	MG1
Cell_10239	MG1
Cell_10240	MG3
Cell_10241	MG1
Cell_10242	MG5
Cell_10243	MG1
Cell_10244	MG1
Cell_10245	MG3
Cell_10246	MG1
Cell_10247	MG1
Cell_10248	MG2
Cell_10249	MG3
Cell_10250	MG2
Cell_10251	MG1
Cell_10252	MG3
Cell_10253	MG1
Cell_10254	MG1
Cell_10255	MG9
Cell_10256	MG1
Cell_10257	MG3
Cell_10258	MG3
Cell_10259	MG1
Cell_10260	MG5
Cell_10261	MG2
Cell_10262	MG2
Cell_10263	MG3
Cell_10264	MG3
Cell_10265	MG1
Cell_10266	MG2
Cell_10267	MG1
Cell_10268	MG5
Cell_10269	MG1
Cell_10270	MG1
Cell_10271	MG1
Cell_10272	MG1
Cell_10273	MG1
Cell_10274	MG1
Cell_10275	MG2
Cell_10276	MG2
Cell_10277	MG3
Cell_10278	MG3
Cell_10279	MG3
Cell_10280	MG2
Cell_10281	MG5
Cell_10282	MG5
Cell_10283	MG2
Cell_10284	MG5
Cell_10285	MG3
Cell_10286	MG2
Cell_10287	MG2
Cell_10288	MG3
Cell_10289	MG2
Cell_10290	MG2
Cell_10291	MG3
Cell_10292	MG2
